feature,importance
smoker_no,0.42475910027368924
bmi,0.21144843761721147
smoker_yes,0.18420662204526841
age,0.13417369830741313
children,0.01965026640895407
region_northeast,0.00553803987447841
region_northwest,0.004633245496991644
sex_male,0.004108916406027733
region_southeast,0.004098925550150555
sex_female,0.003977673837453314
region_southwest,0.0034050741823621073
